OOR_ID,Link,Agency,County,Officer,Phone,Email1,Email2,website,address,type,subtype,county,municipality,school_district
1029.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1029,Pine Township,Crawford,Frances Santarelli,814-683-5237,pinetwp683@windsteam.net,,,"PO BOX 394 , Linesville, PA 16424",Local,Second Class Township,Crawford,Pine Twp,PINE-RICHLAND S D
1030.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1030,Randolph Township,Crawford,Joi Fultz,814-789-3000,twpsecretary@windstream.net,twpsecretary@windstream.net,,"28631 Guys Mills Rd , PO Box 143 , Guys Mills, PA 16327",Local,Second Class Township,Crawford,Randolph Twp,PENNCREST S D
1031.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1031,Richmond Township,Crawford,Donald F. James,814-967-3822,donjwlb@gmail.com,richmondtwp@windstream.net,https://richmondtownshipcc.com/,"30348 State Highway 408 , Townville, PA 16360",Local,Second Class Township,Crawford,Richmond Twp,
1032.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1032,Rockdale Township,Crawford,Jill E. Reese,814-398-2967,rockdale1@earthlink.net,,,"29393 Miller Station Road , Cambridge Springs, PA 16403",Local,Second Class Township,Crawford,Rockdale Twp,PENNCREST S D
1033.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1033,Rome Township,Crawford,Therese A See,814-827-7713,rometownship@yahoo.com,,,"44466 Harrison Road , Spartansburg, PA 16434",Local,Second Class Township,Crawford,Rome Twp,NORTHEAST BRADFORD S D
1034.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1034,Sadsbury Township,Crawford,Rose A. Mumau,814-382-8579,info@sadsburytownshiplancaster.org,,,"9888 State Highway 285 , Conneaut Lake, PA 16316",Local,Township,Crawford,Sadsbury Twp,Conneaut School District
1035.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1035,Saegertown Borough,Crawford,Tammy Bidwell,814-763-4600,Saegertown@zoominternet.net,saegertown@saegertownpa.com,http://www.saegertownpa.com,"603 Erie Street , Po Box 558 , Saegertown, PA 16433",Local,Borough,Crawford,Saegertown Boro,PENNCREST S D
1036.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1036,South Shenango Township,Crawford,Cathryn Amon,724-927-2703,caamon@windstream.net,,,"6865 Collins Road , Jamestown, PA 16134",Local,Second Class Township,Crawford,South Shenango Twp,JAMESTOWN AREA S D
1037.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1037,Sparta Township,Crawford,Chris Jewell,814-654-7526,spartatwp@yahoo.com,,,"24650 State Highway 89 , Spartansburg, PA 16434",Local,Second Class Township,Crawford,Sparta Twp,CORRY AREA S D
1038.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1038,Spartansburg Borough,Crawford,Rhonda N. Hopkins,814-654-7451,spartansburg@worldconnx.net,,,"PO Box 222,  284 Main Street , Spartansburg, PA 16434",Local,Borough,Crawford,Spartansburg Boro,CORRY AREA S D
1039.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1039,Spring Township,Crawford,Shelby Field,814-587-3368,springtwp@windstream.net,,,"23578 North Center Road , Springboro, PA 16435",Local,Second Class Township,Crawford,Spring Twp,Conneaut SD
1040.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1040,Springboro Borough,Crawford,James Glaspy,814-587-2700,sawa103@windstream.net,,,"103 N Main Street , Springboro, PA 16435",Local,Borough,Crawford,Springboro Boro,CONNEAUT S D
1041.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1041,Steuben Township,Crawford,Tina Kuhns,814-967-4499,steubentwpsecty@yahoo.com,,,"35741 Tryonville Road , Centerville, PA 16404",Local,Second Class Township,Crawford,Steuben Twp,PENNCREST S D
1042.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1042,Summerhill Township,Crawford,Brenda Braden,814-587-2343,summerhill_township@windstream.net,,,"9352 Crozier Road , Conneautville, PA 16406",Local,Second Class Township,Crawford,Summerhill Twp,Conneaut S D
1043.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1043,Summit Township,Crawford,"Robert W. Moore, Jr.",814-382-5058,harmonsburg@zoominternet.net,,http://www.summitcrawford.com,"10956 Plum Street , Harmonsburg, PA 16422",Local,Township,Crawford,Summit Twp,Conneaut School District
1044.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1044,Titusville City,Crawford,Neil Fratus,814-827-5300,manager@cityoftitusvillepa.gov,,http://www.cityoftitusvillepa.gov,"107 North Franklin St , Titusville, PA 16354-1734",Local,City,Crawford,Titusville City,Titusville Area SD
1045.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1045,Townville Borough,Crawford,,814-967-2105,,,,"PO Box 122 , Townville, PA 16360",Local,Borough,Crawford,Townville Boro,PENNCREST S D
1046.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1046,Troy Township,Crawford,John T. Strawbridge,814-827-6456,,,,"11104 East Troy Road , Titusville, PA 16354",Local,Second Class Township,Crawford,Troy Twp,TROY AREA S D
1047.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1047,Union Township,Crawford,Robert Ackerman,814-337-6572,bobackerman106@gmail.com,,,"17883 Ackerman Drive , Meadville, PA 16335",Local,Second Class Township,Crawford,Union Twp,Crawford Central
1048.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1048,Venango Borough,Crawford,Amy Wellington,814-282-9145,venangoborough@hotmail.com,,,"P.O. Box 196 , Venango, PA 16440",Local,Borough,Crawford,Venango Boro,PENNCREST S D
1049.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1049,Venango Township,Crawford,Jill Dunlap,814-398-8489,venangotwp@gmail.com,,http://www.venangotwp.org,"22506 Cemetery Road , Venango, PA 16440",Local,Second Class Township,Crawford,Venango Twp,PennCREST
1050.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1050,Vernon Township,Crawford,Lori E Swavey,814-337-8128,vernontwp@zoominternet.net,,http://www.vernontwp-pa.gov,"16678 McMath Avenue , Meadville, PA 16335",Local,Second Class Township,Crawford,Vernon Twp,CRAWFORD CENTRAL S D
1051.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1051,Wayne Township,Crawford,Mary Kennedy,814-425-3299,waynetwpcc@outlook.com,,http://www.waynetwpcc.org,"26965 Deeter Road , Cochranton, PA 16314",Local,Second Class Township,Crawford,Wayne Twp,CRAWFORD CENTRAL SD
1052.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1052,West Fallowfield Township,Crawford,Brenda Williams,814-382-8304,,,,"6817 main street , p.o. box 157 , Hartstown, PA 16131",Local,Second Class Township,Crawford,West Fallowfield Twp,OCTORARA AREA S D
1053.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1053,West Mead Township,Crawford,Jill M. Dunlap,814-336-1271,westmead@westmead.org,,http://www.westmead.org,"1150 Morgan Village Road , Meadville, PA 16335",Local,Second Class Township,Crawford,West Mead Twp,CRAWFORD CENTRAL S D
1054.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1054,West Shenango Township,Crawford,Carrie L McElhaney,724-932-3206,wshenangotwp@zoominternet.net,,,"2179 West Lake Road , Jamestown, PA 16134",Local,Second Class Township,Crawford,West Shenango Twp,JAMESTOWN AREA S D
1055.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1055,Woodcock Borough,Crawford,Sharron Diley,814-398-4718,Sharrondiley@yahoo.com,,,"19741 State Highway 86 , Saegertown, PA 16433",Local,Borough,Crawford,Woodcock Boro,PENNCREST S D
1056.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1056,Woodcock Township,Crawford,Renee D. Hayes,814-763-3563,woodcocktwp@zoominternet.net,,http://www.woodcocktownship.com,"16250 State Hwy. 86 , Saegertown, PA 16433",Local,Second Class Township,Crawford,Woodcock Twp,PENNCREST S D
1057.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1057,Camp Hill Borough,Cumberland,Sara Gibson,717-737-3456,sgibson@camphillborough.com,,https://www.camphillborough.com/,"2145 Walnut Street , Camp Hill, PA 17011",Local,Borough,Cumberland,Camp Hill Boro,CAMP HILL S D
1058.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1058,Carlisle Borough,Cumberland,Joyce Stone,717-240-6920,jstone@carlislepa.org,,https://www.carlislepa.org/,"53 West South Street , Carlisle, PA 17013",Local,Borough,Cumberland,Carlisle Boro,CARLISLE AREA S D
1059.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1059,Cooke Township,Cumberland,Janet E. Frantz,717-486-8114,cooketwp@kuhncom.net,,http://www.cooketwp.org,"1700 Centerville Road , Newville, PA 17241",Local,Second Class Township,Cumberland,Cooke Twp,BIG SPRING S D
1060.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1060,Cumberland County,Cumberland,,717-240-5444,solicitor@ccpa.net,,http://www.ccpa.net,"1 Courthouse Square, Room 208 , Carlisle, PA 17013",Local,County,Cumberland,Carlisle Boro,Carlisle Area School District
1061.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1061,Cumberland County Recycling and Waste Authority,Cumberland,April Averill,717-240-6489,timphong@ccpa.net,,,"310 Allen Road, Suite 201 , Carlisle, PA 17013",Local,,Cumberland,,
1062.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1062,Dickinson Township,Cumberland,Larry Barrick Jr.,717-486-7424,manager@dickinsontownship.org,,http://dickinsontownship.org,"219 Mountain View Road , Mt. Holly Springs, PA 17065",Local,Second Class Township,Cumberland,Dickinson Twp,CARLISLE AREA S D
1063.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1063,East Pennsboro Township,Cumberland,A. John Pietropaoli,717-732-0711,admin@eastpennsboro.net,,,"98 South Enola Drive , Enola, PA 17025",Local,First Class Township,Cumberland,East Pennsboro Twp,EAST PENNSBORO AREA S D
1064.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1064,Hampden Township,Cumberland,Keith B. Metts,717-761-0119,kmetts@hampdentownship.us,,http://www.hampdentownship.us,"230 South Sporting Hill Road , Mechanicsburg, PA 17050",Local,First Class Township,Cumberland,Hampden Twp,CUMBERLAND VALLEY S D
1065.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1065,Hopewell Township,Cumberland,Jamie Kensinger,717-423-6582,admin@hopewelltwpcc.com,,,"415 Three Square Hollow Road , Newburg, PA 17240",Local,Township,Cumberland,Hopewell Twp,Hopewell Area School District
1066.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1066,Lemoyne Borough,Cumberland,Cindy Foster,717-737-6843,cfoster@lemoynepa.com,,http://www.lemoynepa.com,"510 Herman Avenue , Lemoyne, PA 17043",Local,Borough,Cumberland,Lemoyne Boro,WEST SHORE S D
1067.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1067,Lower Allen Township,Cumberland,Nathaniel Sterling,717-975-7575,nsterling@latwp.org,,http://www.latwp.org,"2233 Gettysburg Road , Camp Hill, PA 17011",Local,Township,Cumberland,Lower Allen Twp,West Shore School District
1068.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1068,Lower Allen Township Authority,Cumberland,Brian P Kauffman,717-774-0610,bkauffman@latwp.org,,,"120 Limekiln Road , New Cumberland, PA 17070-2428",Local,Authority,Cumberland,Fairview Twp,West Shore School District
1069.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1069,Lower Frankford Township,Cumberland,Karen Heishman,717-243-0855,lowerfrankford@comcast.net,,,"1205 Easy Road , Carlisle, PA 17015",Local,Second Class Township,Cumberland,Lower Frankford Twp,BIG SPRING S D
1070.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1070,Lower Mifflin Township,Cumberland,Brandi Lay,717-776-6121,lowermifflintwp@embarqmail.com,,http://www.lowermifflintownship.com,"529 Shed Road , Newville, PA 17241",Local,Second Class Township,Cumberland,Lower Mifflin Twp,BIG SPRING S D
1071.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1071,Mechanicsburg Borough,Cumberland,Roger Ciecierski,717-691-3310,rciecierski@mechanicsburgborough.org,,http://mechanicsburgborough.org/,"36 West Allen Street , Mechanicsburg, PA 17055",Local,Borough,Cumberland,Mechanicsburg Boro,MECHANICSBURG AREA S D
1072.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1072,Middlesex Township,Cumberland,Eileen M. Gault,717-249-4409,egault@middlesextwp.com,,http://middlesextwp.com,"350 North Middlesex Road , Carlisle, PA 17013",Local,Second Class Township,Cumberland,Middlesex Twp,CV AREA S D
1073.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1073,Monroe Township,Cumberland,Karen Lowery,717-697-4613,monroetwp@monroetwp.net,,http://www.monroetwp.net,"1220 Boiling Springs Road , Mechanicsburg, PA 17055",Local,Township,Cumberland,Monroe Twp,Cumberland Valley School District
1074.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1074,Mt Holly Springs Borough,Cumberland,Sara E. Jarrett,717-486-7613,mthollyboro@comcast.net,,,"200 Harman Street , Mt. Holly Springs, PA 17065",Local,Borough,Cumberland,Mt Holly Springs Boro,CARLISLE AREA S D
1075.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1075,New Cumberland Borough,Cumberland,Nathaniel Dysard,717-774-0404,info@newcumberlandborough.com,,http://www.newcumberlandborough.com,"1120 Market St , P.O. Box 220 , New Cumberland, PA 17070",Local,Borough,Cumberland,New Cumberland Boro,WEST SHORE S D
1076.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1076,Newburg Borough,Cumberland,Sara Rhine,717-423-0050,newboro@kuhncom.net,,http://newburgborough.com,"PO Box 51 , 105 West Main St , Newburg, PA 17240",Local,Borough,Cumberland,Newburg Boro,PURCHASE LINE S D
1077.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1077,Newville Borough,Cumberland,Fred A. Potzer,717-776-7633,newvilleboroughmanager@comcast.net,,,"4 West Street , Newville, PA 17241",Local,Borough,Cumberland,Newville Boro,BIG SPRING S D
1078.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1078,North Middleton Township,Cumberland,John M. Epley,717-243-8550,jepley@nmiddleton.com,,http://www.nmiddleton.com,"2051 Spring Road , Carlisle, PA 17013",Local,Second Class Township,Cumberland,North Middleton Twp,CARLISLE AREA S D
1079.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1079,North Newton Township,Cumberland,Sheila R. Koser,717-776-7665,skoser@nntwp.net,,http://www.northnewtontownship.com,"528 Oakville Road , Shippensburg, PA 17257",Local,Second Class Township,Cumberland,North Newton Twp,BIG SPRING S D
1080.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1080,Penn Township,Cumberland,Vicki Knepp,717-486-3104,penntwp@kuhncom.net,,http://penntwpcc.org,"1301 Centerville Road , Newville, PA 17241",Local,Second Class Township,Cumberland,Penn Twp,BIG SPRINGS SCHOOL DISTRICT
1082.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1082,Shippensburg Township,Cumberland,Gwendolyn Stouffer,717-532-7137,wendy.stouffer@shippensburgtownship.com,,http://www.shippensburgtownship.com,"81 Walnut Bottom Road , PO Box 219 , Shippensburg, PA 17257",Local,Township,Cumberland,Shippensburg Twp,SHIPPENSBURG AREA S D
1083.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1083,Shiremanstown Borough,Cumberland,Janna Colechio,717-761-4169,shiremanstownboro@comcast.net,,http://shiremanstownboro.org,"P O Box 3008 , 1 Park Lane , Shiremanstown, PA 17011",Local,Borough,Cumberland,Shiremanstown Boro,MECHANICSBURG AREA S D
1084.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1084,Silver Spring Township,Cumberland,Willetta D. Huth,717-766-0178,sstinfo@sstwp.org,whuth@sstwp.org,http://sstwp.org,"8 Flowers Drive , Mechanicsburg, PA 17050",Local,Township,Cumberland,Silver Spring Twp,CUMBERLAND VALLEY S D
1085.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1085,South Middleton Township,Cumberland,Ali Wood,717-258-5324,awood@smiddleton.com,,http://www.smiddleton.com,"520 Park Drive , Boiling Springs, PA 17007",Local,Township,Cumberland,South Middleton Twp,South Middleton School District
1086.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1086,South Newton Township,Cumberland,Ami Myers,717-530-7626,sntwp@kuhncom.net,,http://southnewtontownship.net,"P.O. Box 11 , 11 High Mountain Road , Walnut Bottom, PA 17266",Local,Second Class Township,Cumberland,South Newton Twp,BIG SPRING S D
1087.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1087,Southampton Township,Cumberland,Chrissy Zukauckas,717-532-9646,admin@southamptontwp.com,,http://Southamptontwp.com,"200 Airpoirt Road , Shippensburg, PA 17257",Local,Township,Cumberland,Southampton Twp,Everett Area School District
1088.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1088,Upper Allen Township,Cumberland,Heather Negley,717-766-0756,hnegley@uatwp.org,,http://www.uatwp.org,"100 Gettysburg Pike , Mechanicsburg, PA 17055",Local,Township,Cumberland,Upper Allen Twp,Mechanicsburg Area School District
1089.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1089,Upper Allen Township Police Department,Cumberland,Chief Andrew Parsons,717-795-2445,aparsons@upperallenpolice.com,,http://upperallenpolice.com,"100 Gettysburg Pike , Mechanicsburg, PA 17055",Local,Police Department,Cumberland,Upper Allen Township,Mechanicsburg Area School District
1090.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1090,Upper Frankford Township,Cumberland,Dawn E. Grove,717-776-3117,ufranktwp@kuhncom.net,,,"660 Mohawk Road , Newville, PA 17241",Local,Second Class Township,Cumberland,Upper Frankford Twp,BIG SPRING S D
1091.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1091,Upper Mifflin Township,Cumberland,Stephanie L. Bitner,717-776-5949,uppermifflin@centurylink.net,,http://www.uppermifflintownship.com,"455 Whiskey Run Road , Newville, PA 17241",Local,Second Class Township,Cumberland,Upper Mifflin Twp,BIG SPRING S D
1092.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1092,West Pennsboro Township,Cumberland,Myra Barrick,717-243-8220,mbarrick@wptwp.org,,http://www.westpennsborotwp.org,"2150 Newville Road , Carlisle, PA 17015",Local,Second Class Township,Cumberland,West Pennsboro Twp,BIG SPRING S D
1093.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1093,Wormleysburg Borough,Cumberland,Gary Berresford,717-763-4483,wormleysburgborough@comcast.net,,http://www.wormleysburgpa.org,"20 Market Street , Wormleysburg, PA 17043",Local,Borough,Cumberland,Wormleysburg Boro,WEST SHORE S D
1094.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1094,Berrysburg Borough,Dauphin,Diane Kennedy,717-692-5643,berrysburgboro@comcast.net,,http://berrysburg.org/,"PO Box 213, North Chestnut Street , Berrysburg, PA 17005",Local,Borough,Dauphin,Berrysburg Boro,UPPER DAUPHIN AREA S D
1095.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1095,Conewago Township,Dauphin,Jamie Gambino,717-534-8556,jgambino@conewagotownship.com,,http://www.conewagotownship.com,"3270 Old Hershey Road , Elizabethtown, PA 17022",Local,Second Class Township,Dauphin,Conewago Twp,Lower Dauphin School District
1096.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1096,Dauphin Borough,Dauphin,Linda Durgin,717-921-2633,dauphinboro@comcast.net,,http://www.dauphinborough.org,"200 Church Street , Dauphin, PA 17018",Local,Borough,Dauphin,Dauphin Boro,CENTRAL DAUPHIN S D
1097.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1097,Dauphin County,Dauphin,Stephen Libhart,717-780-6300,openrecords@dauphinc.org,,http://www.dauphincounty.org,"2 S. Second Street , 4th Floor , Harrisburg, PA 17101",Local,City,Dauphin,Harrisburg City,HARRISBURG CITY S D
1098.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1098,Dauphin County District Attorney's Office,Dauphin,"Kelly Callihan, Esquire",717-780-6767,KCallihan@dauphinc.org,,http://www.dauphincounty.org/government/publicly_elected_officials/district_attorney/index.php,"Dauphin County Courthouse , 101 Market Street, Room 205 , Harrisburg, PA 17101-2028",Local,County,Dauphin,Harrisburg City,Harrisburg City School District
1099.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1099,Dauphin County General Authority,Dauphin,Jennifer Locklier,717-985-1627,,,,"530 South Harrisburg Street , Harrisburg, PA 17113",Local,,Dauphin,,
1100.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1100,Derry Township,Dauphin,Christopher S. Christman,717-533-2057,jillh@derrytownship.org,,http://www.derrytownship.org,"600 Clearwater Road , Hershey, PA 17033",Local,Second Class Township,Dauphin,Derry Twp,DERRY TWP S D
1101.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1101,East Hanover Township,Dauphin,Nicolas Yingst,717-469-0833,twpmanager@ehtdcpa.org,,http://www.easthanovertwpdcpa.org,"8848 Jonestown Road , Grantville, PA 17028",Local,Township,Dauphin,East Hanover Twp,Lower Dauphin School District
1102.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1102,Elizabethville Borough,Dauphin,Peggy Kahler,717-362-7945,elizabethville@comcast.net,,http://elizabethville.org,"P.O. Box 578 , Elizabethville, PA 17023",Local,Borough,Dauphin,Elizabethville Boro,UPPER DAUPHIN AREA S D
1103.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1103,Gratz Borough,Dauphin,Kylie Bender,717-856-2823,,,,"125 North Center Street,  PO Box 305 , Gratz, PA 17030",Local,Borough,Dauphin,Gratz Boro,UPPER DAUPHIN AREA S D
1104.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1104,Halifax Borough,Dauphin,David W Hoover,717-896-3886,hfsdwh@comcast.net,,,"PO Box 419 , Halifax, PA 17032",Local,Borough,Dauphin,Halifax Boro,HALIFAX AREA S D
1105.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1105,Halifax Township,Dauphin,Sara Glace,717-896-3035,halifaxtownship@comcast.net,,http://www.halifaxtownship.net,"102 Fisher Street , Halifax, PA 17032",Local,Township,Dauphin,Halifax Twp,HALIFAX AREA S D
1106.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1106,Harrisburg City,Dauphin,Lauren Keim,717-255-3065,righttoknow@harrisburgpa.gov,,http://harrisburgpa.gov/,"MLK City Government Center , 10 North Second Street,  Suite 401 , Harrisburg, PA 17101",Local,City,Dauphin,Harrisburg City,Harrisburg City School District
1107.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1107,Harrisburg Housing Authority,Dauphin,Catherine Wyatt,717-257-3957,catherinew@harrisburghousing.org,,,"351 Chestnut Street , Harrisburg, PA 17101",Local,,Dauphin,,
1108.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1108,Highspire Borough,Dauphin,Deanna Proctor,717-939-3303,dproctor@highspire.org,,http://www.highspire.org,"640 Eshelman Street , Highspire, PA 17034",Local,Borough,Dauphin,Highspire Boro,STEELTON-HIGHSPIRE S D
1109.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1109,Hummelstown Borough,Dauphin,Theresa Eberly,717-566-2555,teberly@hummelstown.net,,http://www.hummelstown.net/,"261 Quarry Road , Hummelstown, PA 17036",Local,Borough,Dauphin,Hummelstown Boro,Lower Dauphin School District
1110.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1110,Jackson Township,Dauphin,Robyn Loesch,717-363-9909,jacktwp@epix.net,,http://www.orgsites.com/pa/jacksontwp/,"450 Bastian Road , Halifax, PA 17032",Local,Second Class Township,Dauphin,Jackson Twp,Halifax Area school District
1111.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1111,Jefferson Township,Dauphin,Robyn Loesch,717-362-2313,JeffersonTwp_DauphinCounty@comcast.net,,http://www.jeffersontownshippa.org/,"3155 Powells Valley Road , Halifax, PA 17032",Local,Second Class Township,Dauphin,Jefferson Twp,Upper Dauphin Area School District
1112.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1112,Londonderry Township,Dauphin,Steve Letavic,717-944-1803,twpmanager@londonderrypa.org,,https://www.londonderrypa.org/,"783 South Geyers Church Rd , Middletown, PA 17057",Local,Second Class Township,Dauphin,Londonderry Twp,Lower Dauphin School District
1113.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1113,Lower Paxton Township,Dauphin,Brad Gotshall,717-657-5600,bgotshall@lowerpaxton-pa.gov,,http://www.lowerpaxton-pa.gov,"425 Prince Street , Harrisburg, PA 17109",Local,Second Class Township,Dauphin,Lower Paxton Twp,CENTRAL DAUPHIN S D
1114.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1114,Lower Swatara Township,Dauphin,Jean Arroyo,717-939-9377,jarroyo@lowerswatara.org,,http://www.lowerswatara.org,"1499 Spring Garden Drive , Middletown, PA 17057",Local,First Class Township,Dauphin,Lower Swatara Twp,MIDDLETOWN AREA S D
1115.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1115,Lykens Borough,Dauphin,Jeanette M Crabb,717-453-7597,lykensboro@comcast.net,,http://lykenspa.com/,"200 Main Street , Lykens, PA 17048",Local,Borough,Dauphin,Lykens Boro,UPPER DAUPHIN AREA S D
1116.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1116,Lykens Township,Dauphin,Amy L. Hoffman,717-365-3617,lyktwp@epix.net,,,"2073 East Middle Road , Lykens, PA 17048",Local,Second Class Township,Dauphin,Lykens Twp,UPPER DAUPHIN AREA S D
1117.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1117,Middle Paxton Township,Dauphin,Julie Ann Seeds,(717) 921-8128 X 106,middlepaxtontwp@comcast.net,,http://middlepaxtontwp.org,"P.O. Box 277 , Dauphin, PA 17018",Local,Second Class Township,Dauphin,Middle Paxton Twp,CENTRAL DAUPHIN S D
1118.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1118,Middletown Borough,Dauphin,Kenneth Klinepeter,717-902-0706,Right-to-know@middletownborough.com,,http://www.middletownborough.com,"60 West Emaus Street , Middletown, PA 17057",Local,Borough,Dauphin,Middletown Boro,Middletown Area School District
1119.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1119,Mifflin Township,Dauphin,,717-362-8443,,,,"3843 Shippen Dam Road , Millersburg, PA 17061",Local,Second Class Township,Dauphin,Mifflin Twp,CENTRAL COLUMBIA S D
1120.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=1120,Millersburg Borough,Dauphin,Ann Jackson,717-692-2389,mbgsec@comcast.net,,http://millersburgpa.org/,"101 West Street , Millersburg, PA 17061",Local,Borough,Dauphin,Millersburg Boro,MILLERSBURG AREA S D
